TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,
159.3600,3,428.1647,no,25-34,east asian,female,Unknown,-21.2095,-10.9385,-8.0780,0.0007,0.0121,0.4364,0.0106,0.0008,0.9561,0.1931,-0.0871,0.7855,0.0000,0.0051,31.5446,0.0002,0.0808,0.0057,0.0076,0.0008,0.2395,0.1236,0.0000,0.7142,0.0204,0.0018,90.1349,0.1876,0.0010,0.0055,0.0001,0.0005,0.1350,0.0016,0.0012,0.0015,0.0019,0.0018,0.0008,0.0000,0.0019,2.2980,2.2980,0.0018,0.0293,
159.4000,3,414.7492,no,25-34,east asian,female,Unknown,-12.9815,-10.5971,5.9007,0.0004,0.0192,0.4423,0.0073,0.0003,2.0377,0.1934,-0.1055,2.3178,0.0000,0.0043,46.8056,0.0003,0.1726,0.0087,0.0080,0.0018,0.3186,0.0250,0.0001,0.8191,0.0368,98.3942,90.7256,0.1673,0.0005,0.0058,0.0001,0.0004,0.1662,0.0016,0.0012,0.0014,0.0019,0.0018,0.0003,0.0000,0.0019,2.2980,2.2980,0.0018,0.0294,
159.4400,3,412.7803,no,25-34,east asian,female,Unknown,-17.4748,-10.4367,0.8732,0.0004,0.0180,0.4904,0.0077,0.0004,1.8195,0.1940,-0.5091,1.9737,0.0000,0.0036,44.4072,0.0004,0.9912,0.0095,0.0076,0.0026,0.4786,0.0055,0.0001,0.9181,0.0639,83.2514,90.9919,0.1893,0.0007,0.0084,0.0001,0.0004,0.2328,0.0015,0.0011,0.0013,0.0019,0.0018,0.0004,0.0000,0.0019,2.2979,2.2979,0.0018,0.0296,
159.4800,3,426.3248,no,25-34,east asian,female,Unknown,-17.9341,-9.6150,-1.7962,0.0004,0.0212,0.7874,0.0067,0.0003,2.3412,0.1939,-2.3844,2.8372,0.0000,0.0032,49.0549,0.0004,4.7356,0.0197,0.0066,0.0032,0.4894,0.0024,0.0001,1.4751,0.0603,2.6126,92.2513,0.0947,0.0016,0.0138,0.0002,0.0003,0.3183,0.0015,0.0011,0.0013,0.0019,0.0018,0.0003,0.0000,0.0019,2.2979,2.2979,0.0018,0.0298,
159.5200,3,409.9989,no,25-34,east asian,female,Unknown,-18.5444,-9.2986,-1.0983,0.0004,0.0211,5.3841,0.0068,0.0002,2.2834,0.1948,-10.2732,2.7473,0.0000,0.0042,48.1070,0.0005,20.5012,0.0318,0.0061,0.0023,0.5222,0.0037,0.0001,1.9592,0.1010,0.0002,92.6917,0.0788,0.0021,0.0220,0.0002,0.0003,0.4513,0.0014,0.0010,0.0012,0.0019,0.0018,0.0002,0.0000,0.0018,2.2979,2.2979,0.0018,0.0302,
159.5600,3,407.9979,no,25-34,east asian,female,Unknown,-17.3101,-8.9321,-2.6931,0.0005,0.0172,80.4845,0.0080,0.0002,1.6219,0.1964,-27.4680,4.4994,0.0000,0.0046,40.7834,0.0004,54.8828,0.0391,0.0059,0.0016,0.5774,0.0062,0.0001,2.3446,0.1791,0.0000,93.1731,0.0536,0.0025,0.0362,0.0001,0.0002,0.6313,0.0014,0.0010,0.0011,0.0019,0.0018,0.0002,0.0000,0.0018,2.2979,2.2979,0.0018,0.0306,
159.6000,3,413.6953,no,25-34,east asian,female,Unknown,-13.5096,-7.6551,-3.5592,0.0007,0.0124,86.0790,0.0106,0.0004,0.9314,0.1998,-29.0700,5.7297,0.0000,0.0060,29.2202,0.0006,58.0820,0.0458,0.0062,0.0014,0.5543,0.0020,0.0002,2.7110,0.3424,0.0036,94.6292,0.0301,0.0033,0.0650,0.0002,0.0002,0.8564,0.0013,0.0009,0.0011,0.0019,0.0018,0.0004,0.0000,0.0018,2.2980,2.2980,0.0018,0.0312,
159.6400,3,413.9827,no,25-34,east asian,female,Unknown,-7.9740,-1.6884,-4.0084,0.0012,0.0082,64.9401,0.0150,0.0010,0.4629,0.2000,-24.1827,3.0390,0.0000,0.0065,14.6943,0.0004,48.3126,0.0433,0.0060,0.0011,0.5480,0.0025,0.0004,3.2086,0.3497,16.5967,98.3082,0.0141,0.0067,0.1028,0.0001,0.0002,1.0787,0.0013,0.0008,0.0011,0.0019,0.0018,0.0010,0.0000,0.0018,2.2980,2.2980,0.0018,0.0319,
159.6800,3,416.2391,no,25-34,east asian,female,Unknown,-6.8755,-4.2989,-6.7937,0.0016,0.0063,4.3209,0.0186,0.0025,0.3001,0.2001,-9.2669,0.3657,0.0000,0.0086,6.1629,0.0005,18.4743,0.0472,0.0059,0.0015,0.4725,0.0041,0.0007,3.0204,0.3561,1.4643,97.1811,0.0052,0.0065,0.2481,0.0002,0.0003,1.3924,0.0013,0.0008,0.0011,0.0019,0.0018,0.0025,0.0000,0.0018,2.2981,2.2981,0.0018,0.0326,
159.7200,3,407.7557,no,25-34,east asian,female,Unknown,-5.8185,-4.1132,-14.4033,0.0018,0.0057,1.0312,0.0203,0.0035,0.2539,0.1996,-3.3746,0.1574,0.0000,0.0115,2.8410,0.0003,6.6847,0.0465,0.0059,0.0019,0.3603,0.0176,0.0014,2.9787,0.3348,0.0051,97.2811,0.0032,0.0125,0.5397,0.0001,0.0003,1.8889,0.0013,0.0008,0.0011,0.0019,0.0018,0.0035,0.0000,0.0018,2.2982,2.2982,0.0018,0.0332,
159.7600,3,412.1358,no,25-34,east asian,female,Unknown,-4.2321,-4.9848,-4.0925,0.0018,0.0053,0.5907,0.0213,0.0041,0.2310,0.1979,-1.1515,0.1119,0.0000,0.0183,1.2218,0.0003,2.2109,0.0468,0.0061,0.0022,0.2634,0.0586,0.0014,2.6679,0.2515,0.0022,96.7799,0.0024,0.0145,1.3388,0.0001,0.0004,2.2883,0.0013,0.0008,0.0011,0.0019,0.0018,0.0041,0.0000,0.0018,2.2983,2.2983,0.0018,0.0336,
159.8000,3,407.9345,no,25-34,east asian,female,Unknown,-5.7773,-5.3589,-4.1707,0.0019,0.0052,0.4904,0.0218,0.0044,0.2201,0.1955,-0.4739,0.0994,0.0000,0.0297,0.4070,0.0005,0.7254,0.0444,0.0060,0.0016,0.1793,0.2638,0.0011,2.4963,0.1359,1.9033,96.5385,0.0008,0.0106,2.4283,0.0001,0.0005,2.6340,0.0013,0.0008,0.0011,0.0019,0.0018,0.0044,0.0000,0.0019,2.2983,2.2984,0.0018,0.0337,
159.8400,3,412.9697,no,25-34,east asian,female,Unknown,-4.0343,-3.4247,-5.6658,0.0019,0.0050,0.4625,0.0219,0.0046,0.2136,0.1967,-0.5846,0.0938,0.0000,0.0547,0.1380,0.0005,0.3066,0.0377,0.0053,0.0032,0.1107,1.3158,0.0030,2.1061,0.1967,31.3420,97.6225,0.0003,0.0110,4.7889,0.0002,0.0006,2.7648,0.0013,0.0008,0.0011,0.0019,0.0018,0.0046,0.0000,0.0021,2.2984,2.2984,0.0018,0.0339,
159.8800,3,408.2362,no,25-34,east asian,female,Unknown,-5.2773,-1.9640,-7.9280,0.0019,0.0049,0.4521,0.0216,0.0048,0.2089,0.1967,-1.1460,0.1017,0.0000,0.0945,0.0587,0.0007,0.1841,0.0337,0.0052,0.0040,0.0590,3.3602,0.0069,1.6775,0.1957,1.1256,98.2141,0.0002,0.0161,8.7120,0.0002,0.0007,3.0123,0.0013,0.0008,0.0012,0.0019,0.0018,0.0048,0.0000,0.0027,2.2984,2.2984,0.0018,0.0340,
159.9200,3,406.2050,no,25-34,east asian,female,Unknown,-5.8090,-2.2059,-10.5488,0.0019,0.0048,0.4447,0.0213,0.0050,0.2024,0.1969,-1.8964,0.1215,0.0000,0.1407,0.0088,0.0011,0.1596,0.0185,0.0062,0.0037,0.0484,5.8709,0.0310,0.9976,0.2036,0.0150,98.1272,0.0003,0.0278,17.4705,0.0003,0.0010,2.6225,0.0013,0.0008,0.0012,0.0019,0.0018,0.0050,0.0000,0.0063,2.2984,2.2984,0.0018,0.0341,
159.9600,3,407.2075,no,25-34,east asian,female,Unknown,-6.8187,-0.3950,-18.2891,0.0019,0.0047,0.4414,0.0200,0.0053,0.2009,0.1954,-3.2720,0.1667,0.0000,0.2335,0.0043,0.0012,0.1571,0.0148,0.0068,0.0049,0.0292,10.3083,0.0900,0.7726,0.1326,0.0047,98.6888,0.0004,0.0250,25.6823,0.0007,0.0014,2.2538,0.0013,0.0008,0.0012,0.0019,0.0018,0.0053,0.0000,0.0222,2.2984,2.2984,0.0018,0.0342,
160.0000,3,408.0619,no,25-34,east asian,female,Unknown,-7.5906,-1.3708,-9.5864,0.0018,0.0047,0.4222,0.0172,0.0062,0.1985,0.1967,-6.4226,0.3331,0.0000,0.3663,0.0009,0.0029,0.1659,0.0087,0.0079,0.0082,0.0211,20.0163,0.7171,0.4248,0.1949,2.5143,98.4107,0.0003,0.0088,31.5013,0.0025,0.0022,1.9867,0.0013,0.0009,0.0012,0.0019,0.0018,0.0062,0.0000,0.3321,2.2984,2.2984,0.0018,0.0342,
160.0400,3,405.1832,no,25-34,east asian,female,Unknown,-8.3000,0.2455,-11.8559,0.0018,0.0047,0.3582,0.0145,0.0071,0.1978,0.1962,-9.6629,0.5977,0.0000,0.4445,0.0003,0.0057,0.1572,0.0055,0.0089,0.0165,0.0122,28.2486,3.2118,0.2928,0.1707,68.4897,98.7269,0.0002,0.0070,39.2750,0.0077,0.0037,1.8532,0.0013,0.0009,0.0013,0.0019,0.0018,0.0071,0.0000,0.3535,2.2984,2.2984,0.0018,0.0343,
160.0800,3,397.6810,no,25-34,east asian,female,Unknown,-7.3195,1.7471,-11.8902,0.0018,0.0047,0.2190,0.0107,0.0086,0.1977,0.1958,-15.2459,1.3065,0.0000,0.5249,0.0001,0.0079,0.1256,0.0036,0.0108,0.0285,0.0061,39.3286,10.6996,0.2319,0.1526,7.5134,98.2886,0.0002,0.0078,48.8863,0.0213,0.0054,1.9057,0.0013,0.0010,0.0013,0.0019,0.0018,0.0086,0.0000,4.1078,2.2984,2.2984,0.0018,0.0343,
160.1200,3,392.4283,no,25-34,east asian,female,Unknown,-7.3951,2.2954,-13.3374,0.0018,0.0047,0.0932,0.0061,0.0122,0.1976,0.1961,-25.5695,5.7424,0.0000,0.5766,0.0000,0.0069,0.0891,0.0027,0.0141,0.0530,0.0033,60.7369,23.6812,0.1924,0.1640,0.0454,98.0940,0.0002,0.0066,58.3212,0.0476,0.0086,1.9691,0.0013,0.0010,0.0014,0.0019,0.0018,0.0122,0.0000,7.9321,2.2984,2.2984,0.0018,0.0342,
160.1600,3,388.1523,no,25-34,east asian,female,Unknown,-6.7068,3.6046,-14.9441,0.0018,0.0047,0.0615,0.0043,0.0157,0.1981,0.1980,-32.0367,15.2291,0.0000,0.6270,0.0000,0.0073,0.0725,0.0025,0.0174,0.0823,0.0035,75.8931,30.0204,0.2077,0.2573,0.0062,97.5375,0.0003,0.0050,63.8015,0.0966,0.0104,1.8956,0.0013,0.0011,0.0014,0.0019,0.0018,0.0157,0.0000,11.7656,2.2984,2.2984,0.0018,0.0341,
160.2000,3,394.4648,no,25-34,east asian,female,Unknown,-4.9149,5.3872,-14.4275,0.0018,0.0047,0.0255,0.0027,0.0197,0.1979,0.2018,-40.1239,32.0421,0.0000,0.6407,0.0000,0.0088,0.0596,0.0025,0.0228,0.1117,0.0041,89.4147,43.4185,0.1839,0.4331,3.1862,96.5195,0.0003,0.0036,57.5067,0.1760,0.0136,2.0695,0.0013,0.0011,0.0014,0.0019,0.0018,0.0197,0.0000,15.6015,2.2984,2.2984,0.0018,0.0340,
160.2400,3,390.6271,no,25-34,east asian,female,Unknown,-6.0934,6.4305,-15.0418,0.0018,0.0047,0.0132,0.0021,0.0222,0.1981,0.2109,-45.2514,43.6277,0.0000,0.6367,0.0000,0.0148,0.0501,0.0022,0.0184,0.1568,0.0042,96.3619,53.5409,0.2119,0.8519,72.2902,95.7463,0.0003,0.0023,52.1014,0.3876,0.0195,1.7000,0.0013,0.0011,0.0014,0.0019,0.0018,0.0222,0.0000,15.6122,2.2984,2.2984,0.0018,0.0339,
160.2800,3,379.1822,no,25-34,east asian,female,Unknown,-6.3703,6.7393,-15.8131,0.0018,0.0047,0.0081,0.0017,0.0235,0.1980,0.2522,-48.3746,48.9323,0.0001,0.5361,0.0000,0.0177,0.0424,0.0018,0.0092,0.2040,0.0040,99.3596,61.0399,0.2719,2.5362,5.6130,95.4874,0.0003,0.0026,47.7161,1.0879,0.0342,1.6146,0.0013,0.0011,0.0014,0.0019,0.0018,0.0235,0.0000,19.4500,2.2984,2.2984,0.0018,0.0339,
160.3200,3,371.3720,no,25-34,east asian,female,Unknown,-6.6844,7.1214,-17.2478,0.0018,0.0047,0.0047,0.0015,0.0237,0.1980,0.3463,-51.0173,49.8387,0.0002,0.5076,0.0000,0.0190,0.0411,0.0012,0.0069,0.2481,0.0043,99.8686,69.3347,0.2936,5.5289,0.1805,95.1465,0.0006,0.0047,53.2412,3.1896,0.0498,1.3711,0.0014,0.0012,0.0014,0.0019,0.0018,0.0237,0.0000,23.2876,2.2984,2.2984,0.0018,0.0339,
160.3600,3,370.9448,no,25-34,east asian,female,Unknown,-6.8083,7.3121,-15.7323,0.0018,0.0047,0.0029,0.0013,0.0239,0.1974,0.7509,-53.2346,50.0377,0.0004,0.4345,0.0000,0.0240,0.0428,0.0008,0.0054,0.3243,0.0037,99.9783,76.6122,0.2786,12.8509,0.6258,94.9673,0.0010,0.0064,53.2203,9.4245,0.1022,1.3862,0.0014,0.0012,0.0014,0.0019,0.0018,0.0239,0.0000,27.1261,2.2984,2.2984,0.0018,0.0338,
160.4000,3,366.6506,no,25-34,east asian,female,Unknown,-6.9851,7.0691,-16.7866,0.0018,0.0046,0.0024,0.0012,0.0240,0.1966,3.6642,-54.2324,50.0612,0.0007,0.4020,0.0000,0.0281,0.0384,0.0005,0.0037,0.4156,0.0028,99.9959,79.8677,0.2139,28.0498,57.4000,95.1946,0.0010,0.0044,45.4502,24.6352,0.2313,1.5932,0.0014,0.0013,0.0014,0.0019,0.0018,0.0240,0.0000,27.2820,2.2984,2.2984,0.0018,0.0338,
160.4400,3,365.7854,no,25-34,east asian,female,Unknown,-6.6427,6.9831,-16.5379,0.0018,0.0046,0.0022,0.0012,0.0242,0.1961,16.1718,-54.7315,50.0690,0.0012,0.3756,0.0000,0.0401,0.0380,0.0003,0.0025,0.5297,0.0020,99.9985,81.4332,0.1957,43.3302,91.9305,95.2727,0.0010,0.0032,39.6541,44.8683,0.5597,1.5181,0.0015,0.0013,0.0015,0.0019,0.0018,0.0242,0.0000,27.2822,2.2984,2.2984,0.0018,0.0337,
160.4800,3,362.3826,no,25-34,east asian,female,Unknown,-6.4315,7.0587,-16.3342,0.0018,0.0046,0.0023,0.0012,0.0244,0.1958,47.8421,-54.5088,50.0907,0.0024,0.3564,0.0000,0.0517,0.0333,0.0002,0.0018,0.6577,0.0011,99.9990,80.5832,0.1872,58.0032,16.7706,95.2041,0.0006,0.0030,38.1330,60.7265,1.0985,1.4005,0.0016,0.0014,0.0016,0.0019,0.0018,0.0244,0.0000,31.0728,2.2983,2.2983,0.0018,0.0336,
160.5200,3,356.1307,no,25-34,east asian,female,Unknown,-5.9569,6.8052,-15.4517,0.0018,0.0046,0.0024,0.0012,0.0244,0.1951,82.1231,-54.2834,50.0859,0.0050,0.3423,0.0000,0.0495,0.0279,0.0001,0.0014,0.6673,0.0008,99.9986,79.8594,0.1218,73.1685,0.1684,95.4303,0.0012,0.0045,43.1320,73.8658,2.1343,1.3792,0.0016,0.0014,0.0016,0.0019,0.0018,0.0244,0.0000,34.9143,2.2983,2.2983,0.0018,0.0334,
160.5600,3,359.0351,no,25-34,east asian,female,Unknown,-4.8430,7.4258,-16.0130,0.0018,0.0046,0.0026,0.0013,0.0244,0.1950,90.0546,-53.8641,50.0706,0.0089,0.3495,0.0000,0.0421,0.0237,0.0001,0.0011,0.6764,0.0006,99.9974,78.4776,0.0913,79.5593,0.0119,94.8575,0.0025,0.0063,47.1779,81.8940,4.2779,1.3445,0.0017,0.0015,0.0017,0.0019,0.0018,0.0244,0.0000,38.7554,2.2983,2.2983,0.0018,0.0330,
160.6000,3,358.0985,no,25-34,east asian,female,Unknown,-5.3342,7.9721,-15.6840,0.0018,0.0046,0.0032,0.0013,0.0245,0.1952,90.9556,-52.9957,50.0667,0.0153,0.4049,0.0000,0.0469,0.0206,0.0000,0.0008,0.9043,0.0005,99.9904,75.3293,0.0801,80.5505,0.0024,94.2976,0.0039,0.0067,48.4330,86.1997,8.3319,1.3326,0.0017,0.0016,0.0018,0.0019,0.0018,0.0245,0.0000,42.5957,2.2983,2.2983,0.0018,0.0326,
160.6400,3,361.1049,no,25-34,east asian,female,Unknown,-2.2077,8.1108,-14.3162,0.0018,0.0046,0.0038,0.0014,0.0246,0.1953,90.6800,-52.2926,50.0343,0.0254,0.4395,0.0000,0.0532,0.0176,0.0000,0.0006,1.1032,0.0004,99.9660,72.8105,0.0739,80.2456,0.0014,94.1467,0.0073,0.0072,47.8840,88.2645,13.5447,1.3194,0.0018,0.0016,0.0018,0.0019,0.0018,0.0246,0.0000,46.4341,2.2982,2.2982,0.0018,0.0321,
160.6800,3,354.0892,no,25-34,east asian,female,Wink,-3.5371,8.2920,-14.9235,0.0018,0.0046,0.0056,0.0015,0.0247,0.1954,87.3193,-50.5578,49.8549,0.0388,0.4939,0.0000,0.0650,0.0141,0.0000,0.0005,1.2989,0.0004,99.8538,66.9291,0.0707,76.9994,0.0012,93.9437,0.0123,0.0074,47.9475,89.0296,19.1177,1.5193,0.0018,0.0017,0.0018,0.0019,0.0018,0.0247,0.0000,50.2711,2.2982,2.2982,0.0018,0.0315,
160.7200,3,362.0231,no,25-34,east asian,female,Wink,-1.8096,8.2878,-14.0234,0.0018,0.0046,0.0106,0.0018,0.0244,0.1960,81.2919,-47.4372,49.1997,0.0540,0.5612,0.0000,0.0589,0.0114,0.0000,0.0003,1.2160,0.0004,99.4929,56.9669,0.0853,72.6780,0.0007,93.9485,0.0204,0.0088,54.3249,86.2983,25.0694,1.6121,0.0018,0.0018,0.0018,0.0018,0.0018,0.0244,0.0000,54.1082,2.2981,2.2981,0.0018,0.0308,
160.7600,3,356.6932,no,25-34,east asian,female,Wink,-2.8695,8.1534,-14.1903,0.0018,0.0046,0.0189,0.0022,0.0240,0.1967,69.5583,-44.5876,47.9194,0.0585,0.6541,0.0000,0.0493,0.0099,0.0000,0.0003,1.2398,0.0004,98.7849,48.0919,0.0935,66.6335,0.0009,94.0996,0.0397,0.0127,58.1251,82.1283,29.4304,1.6797,0.0018,0.0018,0.0018,0.0018,0.0018,0.0240,0.0000,57.9442,2.2979,2.2979,0.0018,0.0302,
160.8000,3,365.7192,no,25-34,east asian,female,Wink,-1.4887,6.9461,-15.0871,0.0018,0.0047,0.0333,0.0026,0.0231,0.1975,25.7968,-41.4361,44.6076,0.0449,0.7562,0.0000,0.0465,0.0082,0.0000,0.0002,1.1314,0.0004,96.9220,39.4162,0.1047,48.9030,0.0008,95.3059,0.0503,0.0122,60.5551,72.1114,36.0383,1.9121,0.0018,0.0018,0.0018,0.0018,0.0018,0.0231,0.0000,61.7786,2.2978,2.2978,0.0018,0.0300,
160.8400,3,366.2524,no,25-34,east asian,female,Wink,-1.0616,8.1185,-14.3097,0.0018,0.0047,0.0517,0.0030,0.0225,0.1979,3.9735,-38.9465,41.6395,0.0336,0.8042,0.0000,0.0420,0.0068,0.0001,0.0001,1.2077,0.0004,95.2318,32.6480,0.1136,28.8637,0.0006,94.1381,0.0680,0.0088,59.4194,59.4323,41.8259,2.2511,0.0018,0.0018,0.0018,0.0018,0.0018,0.0225,0.0000,65.6090,2.2978,2.2978,0.0018,0.0299,
160.8800,3,362.8937,no,25-34,east asian,female,Wink,-2.3707,8.9420,-14.1626,0.0018,0.0047,0.0667,0.0034,0.0218,0.1989,0.8129,-37.2230,37.9580,0.0233,0.9479,0.0001,0.0377,0.0059,0.0001,0.0001,1.3638,0.0004,93.0837,28.7201,0.1271,13.6182,0.0008,93.1604,0.1391,0.0069,60.8826,47.6820,48.7128,2.8047,0.0018,0.0018,0.0018,0.0018,0.0018,0.0218,0.0000,69.4332,2.2978,2.2978,0.0018,0.0299,
160.9200,3,368.4306,no,25-34,east asian,female,Wink,-1.0584,9.6353,-12.7965,0.0018,0.0048,0.0748,0.0035,0.0219,0.2010,1.1981,-36.9568,38.4966,0.0197,1.2752,0.0001,0.0362,0.0049,0.0001,0.0001,1.5964,0.0003,93.4045,26.9451,0.1434,17.3031,0.0009,92.2223,0.2613,0.0080,67.3258,32.9776,56.7089,3.0703,0.0018,0.0018,0.0018,0.0018,0.0018,0.0219,0.0000,73.2569,2.2978,2.2978,0.0018,0.0299,
160.9600,3,373.6278,no,25-34,east asian,female,Wink,-1.1422,9.8504,-12.8165,0.0018,0.0048,0.0848,0.0037,0.0217,0.2039,4.8598,-36.5035,38.0795,0.0148,1.6917,0.0002,0.0311,0.0042,0.0001,0.0001,1.8217,0.0004,93.1624,25.0240,0.1722,30.8346,0.0016,91.9080,0.3958,0.0079,71.4014,23.9119,64.1272,3.5269,0.0018,0.0018,0.0018,0.0018,0.0018,0.0217,0.0000,77.0740,2.2978,2.2978,0.0018,0.0299,
161.0000,3,375.3323,no,25-34,east asian,female,Wink,-1.0643,9.6889,-13.2297,0.0018,0.0049,0.0851,0.0040,0.0210,0.2068,17.8047,-36.1089,35.3197,0.0091,2.1129,0.0003,0.0283,0.0037,0.0001,0.0001,1.7966,0.0004,91.5015,24.9565,0.2069,44.4284,0.0018,92.1451,0.8040,0.0067,72.6382,16.7796,70.6394,3.9773,0.0018,0.0018,0.0018,0.0018,0.0018,0.0210,0.0000,80.8565,2.2978,2.2978,0.0018,0.0300,
161.0400,3,377.6483,no,25-34,east asian,female,Wink,-2.7331,10.6268,-13.3876,0.0018,0.0049,0.0753,0.0039,0.0212,0.2091,56.1881,-36.8564,35.5085,0.0067,2.4229,0.0003,0.0250,0.0033,0.0001,0.0000,1.9994,0.0004,91.6204,26.8109,0.2402,61.1655,0.0009,90.6755,1.1726,0.0056,71.6099,11.8530,75.8391,4.7558,0.0018,0.0018,0.0018,0.0018,0.0018,0.0212,0.0000,84.3158,2.2978,2.2978,0.0018,0.0301,
161.0800,3,381.2323,no,25-34,east asian,female,Wink,-2.6018,9.6788,-14.2902,0.0018,0.0050,0.0556,0.0038,0.0209,0.2115,81.0761,-37.9017,32.8601,0.0046,2.7424,0.0004,0.0271,0.0030,0.0001,0.0000,2.1859,0.0004,89.9696,31.4308,0.2797,72.5158,0.0006,92.1597,1.8031,0.0052,70.5959,9.5904,80.1424,5.5111,0.0018,0.0018,0.0018,0.0018,0.0018,0.0209,0.0000,88.0602,2.2978,2.2978,0.0018,0.0303,
161.1200,3,380.8029,no,25-34,east asian,female,Wink,-2.7389,9.7255,-14.2585,0.0018,0.0050,0.0384,0.0035,0.0212,0.2106,89.9194,-39.1668,30.8246,0.0031,2.5265,0.0005,0.0264,0.0030,0.0002,0.0000,2.2385,0.0004,88.6569,37.1200,0.3322,79.4169,0.0011,92.0919,2.4683,0.0055,69.9889,7.6043,82.8980,6.0455,0.0018,0.0018,0.0018,0.0018,0.0018,0.0212,0.0000,88.0860,2.2978,2.2978,0.0018,0.0305,
161.1600,3,387.1363,no,25-34,east asian,female,Wink,-2.5506,9.4165,-14.6561,0.0018,0.0050,0.0306,0.0035,0.0202,0.2121,91.5104,-39.2285,25.6963,0.0020,2.7235,0.0006,0.0270,0.0029,0.0002,0.0000,2.3538,0.0004,85.1076,40.5580,0.3614,81.1976,0.0010,92.5304,2.9938,0.0052,68.3426,6.4828,85.0990,6.3445,0.0018,0.0018,0.0018,0.0018,0.0018,0.0202,0.0000,88.0412,2.2978,2.2978,0.0018,0.0307,
161.2000,3,387.5564,no,25-34,east asian,female,Wink,-3.6733,10.6320,-20.2425,0.0018,0.0051,0.0276,0.0036,0.0196,0.2138,92.8734,-39.1862,23.3172,0.0014,2.9437,0.0006,0.0245,0.0027,0.0002,0.0000,2.1734,0.0004,83.3087,42.1781,0.3848,82.9839,0.0002,90.6667,3.5212,0.0061,68.7297,5.7712,86.5299,6.1835,0.0018,0.0018,0.0018,0.0018,0.0018,0.0196,0.0000,87.9813,2.2978,2.2978,0.0018,0.0309,
161.2400,3,395.6870,no,25-34,east asian,female,Wink,-1.6356,6.9101,-10.3163,0.0018,0.0051,0.0227,0.0036,0.0199,0.2163,92.6422,-39.6799,21.2660,0.0009,3.3550,0.0007,0.0258,0.0026,0.0003,0.0000,2.1373,0.0004,81.6487,45.1076,0.3681,82.6595,0.0001,95.3380,5.2280,0.0072,66.7854,6.1735,86.7877,6.5173,0.0018,0.0018,0.0018,0.0018,0.0018,0.0199,0.0000,87.8554,2.2978,2.2978,0.0018,0.0311,
161.2800,3,393.5500,no,25-34,east asian,female,Wink,-2.6181,8.6584,-9.5302,0.0018,0.0051,0.0207,0.0038,0.0190,0.2165,92.0181,-38.7261,16.2815,0.0006,3.4458,0.0007,0.0258,0.0030,0.0003,0.0000,2.0603,0.0003,77.0502,46.5107,0.3375,81.8294,0.0006,93.5131,6.3920,0.0071,67.9380,6.0148,85.6676,6.5987,0.0018,0.0018,0.0018,0.0018,0.0018,0.0190,0.0000,91.5770,2.2978,2.2978,0.0018,0.0313,
161.3200,3,391.9021,no,25-34,east asian,female,Wink,-3.7264,9.2026,-10.4428,0.0018,0.0052,0.0153,0.0041,0.0181,0.2201,91.8779,-38.6187,11.3689,0.0004,4.0498,0.0008,0.0286,0.0032,0.0004,0.0000,2.3653,0.0003,71.2210,51.0687,0.2976,81.6505,0.0006,92.8208,8.2257,0.0068,66.4183,6.3040,82.5829,7.1891,0.0018,0.0018,0.0018,0.0018,0.0018,0.0181,0.0001,91.4519,2.2978,2.2978,0.0018,0.0315,
161.3600,3,396.0394,no,25-34,east asian,female,Wink,-3.3808,8.0071,-10.4841,0.0018,0.0053,0.0131,0.0044,0.0175,0.2235,89.6661,-38.1394,8.4410,0.0003,4.6361,0.0008,0.0338,0.0033,0.0005,0.0001,2.4384,0.0003,66.5919,53.4373,0.2620,79.1534,0.0002,94.2599,10.1393,0.0087,66.7958,6.1377,77.8817,7.5733,0.0018,0.0018,0.0018,0.0018,0.0018,0.0175,0.0001,91.3398,2.2978,2.2978,0.0018,0.0318,
161.4000,3,399.3258,no,25-34,east asian,female,Wink,-2.5888,7.4693,-10.4177,0.0018,0.0054,0.0123,0.0047,0.0171,0.2270,85.3038,-37.9772,7.2947,0.0002,5.2410,0.0008,0.0361,0.0038,0.0007,0.0001,2.5376,0.0003,64.3720,54.4089,0.2064,75.3691,0.0001,94.8149,11.1971,0.0092,65.0877,5.2074,71.0680,8.4193,0.0018,0.0018,0.0018,0.0018,0.0018,0.0171,0.0001,91.1031,2.2978,2.2978,0.0018,0.0322,
161.4400,3,399.3799,no,25-34,east asian,female,Wink,-4.6010,9.4969,-10.8120,0.0018,0.0053,0.0117,0.0050,0.0159,0.2255,82.8059,-36.9263,5.4194,0.0001,5.1088,0.0008,0.0378,0.0045,0.0008,0.0002,2.9503,0.0003,59.9296,55.0651,0.1510,73.6116,0.0002,92.4186,10.6346,0.0098,63.7210,5.9009,63.2054,9.0478,0.0018,0.0018,0.0018,0.0018,0.0018,0.0159,0.0001,94.3323,2.2978,2.2978,0.0018,0.0325,
